Day,lotType,lotSpaces,lotVacancy,lotOccupied,percentCapacity
890,lot3,1192,240,952.0,0.7986577181208053
890,lot4_general,1430,255,1175.0,0.8216783216783217
890,lot4_premium,352,16,336.0,0.9545454545454546
890,lot5,2200,804,1396.0,0.6345454545454545
890,lot6,-1,-1,-1.0,-1.0
891,lot2_general,1219,444,775.0,0.6357670221493027
891,lot2_premium,324,136,188.0,0.5802469135802469
891,lot3,1192,262,930.0,0.7802013422818792
891,lot4_general,1430,95,1335.0,0.9335664335664335
891,lot4_premium,352,30,322.0,0.9147727272727273
891,lot5,2200,921,1279.0,0.5813636363636364
891,lot6,-1,-1,-1.0,-1.0
892,lot2_general,1219,396,823.0,0.6751435602953241
892,lot2_premium,324,131,193.0,0.595679012345679
892,lot3,1192,259,933.0,0.7827181208053692
892,lot4_general,1430,77,1353.0,0.9461538461538461
892,lot4_premium,352,27,325.0,0.9232954545454546
892,lot5,2200,852,1348.0,0.6127272727272727
892,lot6,-1,-1,-1.0,-1.0
893,lot2_general,1219,406,813.0,0.6669401148482362
893,lot2_premium,324,141,183.0,0.5648148148148148
893,lot3,1192,187,1005.0,0.8431208053691275
893,lot4_general,1430,154,1276.0,0.8923076923076924
893,lot4_premium,352,41,311.0,0.8835227272727273
893,lot5,2200,705,1495.0,0.6795454545454546
893,lot6,-1,-1,-1.0,-1.0
894,lot2_general,1219,277,942.0,0.7727645611156686
894,lot2_premium,324,154,170.0,0.5246913580246914
894,lot3,1192,140,1052.0,0.8825503355704698
894,lot4_general,1430,233,1197.0,0.8370629370629371
894,lot4_premium,352,13,339.0,0.9630681818181818
894,lot5,2200,505,1695.0,0.7704545454545455
894,lot6,-1,-1,-1.0,-1.0
895,lot2_general,1219,89,1130.0,0.9269893355209188
895,lot2_premium,324,90,234.0,0.7222222222222222
895,lot3,1192,155,1037.0,0.8699664429530202
895,lot4_general,1430,225,1205.0,0.8426573426573427
895,lot4_premium,352,22,330.0,0.9375
895,lot5,2200,547,1653.0,0.7513636363636363
895,lot6,-1,-1,-1.0,-1.0
896,lot2_general,1219,429,790.0,0.6480721903199343
896,lot2_premium,324,182,142.0,0.4382716049382716
896,lot3,1192,214,978.0,0.8204697986577181
896,lot4_general,1430,455,975.0,0.6818181818181818
896,lot4_premium,352,49,303.0,0.8607954545454546
896,lot5,2200,630,1570.0,0.7136363636363636
896,lot6,-1,-1,-1.0,-1.0
897,lot2_general,1219,515,704.0,0.5775225594749795
897,lot2_premium,324,130,194.0,0.5987654320987654
897,lot3,1192,331,861.0,0.7223154362416108
897,lot4_general,1430,339,1091.0,0.762937062937063
897,lot4_premium,352,24,328.0,0.9318181818181818
897,lot5,2200,855,1345.0,0.6113636363636363
897,lot6,-1,-1,-1.0,-1.0
898,lot2_general,1219,501,718.0,0.5890073831009024
898,lot2_premium,324,105,219.0,0.6759259259259259
898,lot3,1192,334,858.0,0.7197986577181208
898,lot4_general,1430,172,1258.0,0.8797202797202798
898,lot4_premium,352,15,337.0,0.9573863636363636
898,lot5,2200,909,1291.0,0.5868181818181818
898,lot6,-1,-1,-1.0,-1.0
899,lot2_general,1219,488,731.0,0.5996718621821165
899,lot2_premium,324,97,227.0,0.7006172839506173
899,lot3,1192,344,848.0,0.7114093959731543
899,lot4_general,1430,6,1424.0,0.9958041958041958
899,lot4_premium,352,13,339.0,0.9630681818181818
899,lot5,2200,810,1390.0,0.6318181818181818
899,lot6,-1,-1,-1.0,-1.0
900,lot2_general,1219,424,795.0,0.6521739130434783
900,lot2_premium,324,134,190.0,0.5864197530864198
900,lot3,1192,376,816.0,0.6845637583892618
900,lot4_general,1430,271,1159.0,0.8104895104895105
900,lot4_premium,352,20,332.0,0.9431818181818182
900,lot5,2200,772,1428.0,0.649090909090909
900,lot6,-1,-1,-1.0,-1.0
901,lot2_general,1219,299,920.0,0.7547169811320755
901,lot2_premium,324,142,182.0,0.5617283950617284
901,lot3,1192,321,871.0,0.7307046979865772
901,lot4_general,1430,194,1236.0,0.8643356643356643
901,lot4_premium,352,6,346.0,0.9829545454545454
901,lot5,2200,544,1656.0,0.7527272727272727
901,lot6,-1,-1,-1.0,-1.0
902,lot2_general,1219,294,925.0,0.7588187038556193
902,lot2_premium,324,125,199.0,0.6141975308641975
902,lot3,1192,355,837.0,0.7021812080536913
902,lot4_general,1430,200,1230.0,0.8601398601398601
902,lot4_premium,352,20,332.0,0.9431818181818182
902,lot5,2200,598,1602.0,0.7281818181818182
902,lot6,-1,-1,-1.0,-1.0
903,lot2_general,1219,341,878.0,0.7202625102543068
903,lot2_premium,324,129,195.0,0.6018518518518519
903,lot3,1192,332,860.0,0.7214765100671141
903,lot4_general,1430,324,1106.0,0.7734265734265734
903,lot4_premium,352,32,320.0,0.9090909090909091
903,lot5,2200,638,1562.0,0.71
903,lot6,-1,-1,-1.0,-1.0
904,lot2_general,1219,442,777.0,0.6374077112387203
904,lot2_premium,324,121,203.0,0.6265432098765432
904,lot3,1192,372,820.0,0.6879194630872483
904,lot4_general,1430,266,1164.0,0.813986013986014
904,lot4_premium,352,22,330.0,0.9375
904,lot5,2200,803,1397.0,0.635
904,lot6,-1,-1,-1.0,-1.0
905,lot2_general,1219,413,806.0,0.6611977030352748
905,lot2_premium,324,100,224.0,0.691358024691358
905,lot3,1192,361,831.0,0.6971476510067114
905,lot4_general,1430,36,1394.0,0.9748251748251748
905,lot4_premium,352,5,347.0,0.9857954545454546
905,lot5,2200,850,1350.0,0.6136363636363636
905,lot6,-1,-1,-1.0,-1.0
906,lot2_general,1219,464,755.0,0.6193601312551271
906,lot2_premium,324,100,224.0,0.691358024691358
906,lot3,1192,273,919.0,0.7709731543624161
906,lot4_general,1430,-128,1558.0,1.0895104895104895
906,lot4_premium,352,12,340.0,0.9659090909090909
906,lot5,2200,745,1455.0,0.6613636363636364
906,lot6,-1,-1,-1.0,-1.0
907,lot2_general,1219,415,804.0,0.6595570139458573
907,lot2_premium,324,104,220.0,0.6790123456790124
907,lot3,1192,307,885.0,0.7424496644295302
907,lot4_general,1430,129,1301.0,0.9097902097902097
907,lot4_premium,352,14,338.0,0.9602272727272727
907,lot5,2200,661,1539.0,0.6995454545454546
907,lot6,-1,-1,-1.0,-1.0
908,lot2_general,1219,360,859.0,0.70467596390484
908,lot2_premium,324,138,186.0,0.5740740740740741
908,lot3,1192,358,834.0,0.6996644295302014
908,lot4_general,1430,300,1130.0,0.7902097902097902
908,lot4_premium,352,20,332.0,0.9431818181818182
908,lot5,2200,560,1640.0,0.7454545454545455
908,lot6,-1,-1,-1.0,-1.0
909,lot2_general,1219,359,860.0,0.7054963084495488
909,lot2_premium,324,143,181.0,0.558641975308642
909,lot3,1192,366,826.0,0.6929530201342282
909,lot4_general,1430,510,920.0,0.6433566433566433
909,lot4_premium,352,16,336.0,0.9545454545454546
909,lot5,2200,525,1675.0,0.7613636363636364
909,lot6,-1,-1,-1.0,-1.0
910,lot2_general,1219,514,705.0,0.5783429040196882
910,lot2_premium,324,188,136.0,0.41975308641975306
910,lot3,1192,409,783.0,0.6568791946308725
910,lot4_general,1430,597,833.0,0.5825174825174825
910,lot4_premium,352,67,285.0,0.8096590909090909
910,lot5,2200,730,1470.0,0.6681818181818182
910,lot6,-1,-1,-1.0,-1.0
911,lot2_general,1219,670,549.0,0.45036915504511893
911,lot2_premium,324,191,133.0,0.4104938271604938
911,lot3,1192,512,680.0,0.5704697986577181
911,lot4_general,1430,821,609.0,0.4258741258741259
911,lot4_premium,352,70,282.0,0.8011363636363636
911,lot5,2200,984,1216.0,0.5527272727272727
911,lot6,-1,-1,-1.0,-1.0
912,lot2_general,1219,616,603.0,0.4946677604593929
912,lot2_premium,324,122,202.0,0.6234567901234568
912,lot3,1192,413,779.0,0.6535234899328859
912,lot4_general,1430,312,1118.0,0.7818181818181819
912,lot4_premium,352,12,340.0,0.9659090909090909
912,lot5,2200,915,1285.0,0.5840909090909091
912,lot6,1337,1337,0.0,0.0
913,lot2_general,1219,534,685.0,0.5619360131255127
913,lot2_premium,324,119,205.0,0.6327160493827161
913,lot3,1192,361,831.0,0.6971476510067114
913,lot4_general,1430,56,1374.0,0.9608391608391609
913,lot4_premium,352,23,329.0,0.9346590909090909
913,lot5,2200,940,1260.0,0.5727272727272728
913,lot6,1337,1337,0.0,0.0
914,lot2_general,1219,469,750.0,0.6152584085315833
914,lot2_premium,324,113,211.0,0.6512345679012346
914,lot3,1192,326,866.0,0.7265100671140939
914,lot4_general,1430,56,1374.0,0.9608391608391609
914,lot4_premium,352,12,340.0,0.9659090909090909
914,lot5,2200,825,1375.0,0.625
914,lot6,1337,1337,0.0,0.0
915,lot2_general,1219,401,818.0,0.6710418375717802
915,lot2_premium,324,139,185.0,0.5709876543209876
915,lot3,1192,287,905.0,0.7592281879194631
915,lot4_general,1430,319,1111.0,0.7769230769230769
915,lot4_premium,352,15,337.0,0.9573863636363636
915,lot5,2200,645,1555.0,0.7068181818181818
915,lot6,1337,1337,0.0,0.0
916,lot2_general,1219,422,797.0,0.6538146021328958
916,lot2_premium,324,145,179.0,0.5524691358024691
916,lot3,1192,298,894.0,0.75
916,lot4_general,1430,528,902.0,0.6307692307692307
916,lot4_premium,352,18,334.0,0.9488636363636364
916,lot5,2200,610,1590.0,0.7227272727272728
916,lot6,1337,1337,0.0,0.0
917,lot2_general,1219,544,675.0,0.5537325676784249
917,lot2_premium,324,163,161.0,0.49691358024691357
917,lot3,1192,345,847.0,0.7105704697986577
917,lot4_general,1430,583,847.0,0.5923076923076923
917,lot4_premium,352,33,319.0,0.90625
917,lot5,2200,807,1393.0,0.6331818181818182
917,lot6,1337,1337,0.0,0.0
918,lot2_general,1219,597,622.0,0.5102543068088597
918,lot2_premium,324,137,187.0,0.5771604938271605
918,lot3,1192,359,833.0,0.6988255033557047
918,lot4_general,1430,396,1034.0,0.7230769230769231
918,lot4_premium,352,18,334.0,0.9488636363636364
918,lot5,2200,934,1266.0,0.5754545454545454
918,lot6,1337,1337,0.0,0.0
919,lot2_general,1219,600,619.0,0.5077932731747334
919,lot2_premium,324,124,200.0,0.6172839506172839
919,lot3,1192,442,750.0,0.6291946308724832
919,lot4_general,1430,149,1281.0,0.8958041958041958
919,lot4_premium,352,15,337.0,0.9573863636363636
919,lot5,2200,983,1217.0,0.5531818181818182
919,lot6,1337,1337,0.0,0.0
920,lot2_general,1219,551,668.0,0.5479901558654635
920,lot2_premium,324,113,211.0,0.6512345679012346
920,lot3,1192,369,823.0,0.6904362416107382
920,lot4_general,1430,84,1346.0,0.9412587412587412
920,lot4_premium,352,14,338.0,0.9602272727272727
920,lot5,2200,872,1328.0,0.6036363636363636
920,lot6,1337,1337,0.0,0.0
921,lot2_general,1219,465,754.0,0.6185397867104184
921,lot2_premium,324,120,204.0,0.6296296296296297
921,lot3,1192,396,796.0,0.6677852348993288
921,lot4_general,1430,149,1281.0,0.8958041958041958
921,lot4_premium,352,18,334.0,0.9488636363636364
921,lot5,2200,790,1410.0,0.6409090909090909
921,lot6,1337,1337,0.0,0.0
922,lot2_general,1219,308,911.0,0.7473338802296965
922,lot2_premium,324,137,187.0,0.5771604938271605
922,lot3,1192,354,838.0,0.7030201342281879
922,lot4_general,1430,362,1068.0,0.7468531468531469
922,lot4_premium,352,27,325.0,0.9232954545454546
922,lot5,2200,575,1625.0,0.7386363636363636
922,lot6,1337,1337,0.0,0.0
923,lot2_general,1219,333,886.0,0.726825266611977
923,lot2_premium,324,145,179.0,0.5524691358024691
923,lot3,1192,359,833.0,0.6988255033557047
923,lot4_general,1430,405,1025.0,0.7167832167832168
923,lot4_premium,352,12,340.0,0.9659090909090909
923,lot5,2200,508,1692.0,0.769090909090909
923,lot6,1337,1337,0.0,0.0
924,lot2_general,1219,475,744.0,0.6103363412633306
924,lot2_premium,324,172,152.0,0.4691358024691358
924,lot3,1192,372,820.0,0.6879194630872483
924,lot4_general,1430,473,957.0,0.6692307692307692
924,lot4_premium,352,21,331.0,0.9403409090909091
924,lot5,2200,730,1470.0,0.6681818181818182
924,lot6,1337,1337,0.0,0.0
925,lot2_general,1219,531,688.0,0.5643970467596391
925,lot2_premium,324,129,195.0,0.6018518518518519
925,lot3,1192,341,851.0,0.7139261744966443
925,lot4_general,1430,290,1140.0,0.7972027972027972
925,lot4_premium,352,20,332.0,0.9431818181818182
925,lot5,2200,897,1303.0,0.5922727272727273
925,lot6,1337,1337,0.0,0.0
926,lot2_general,1219,502,717.0,0.5881870385561936
926,lot2_premium,324,103,221.0,0.6820987654320988
926,lot3,1192,370,822.0,0.6895973154362416
926,lot4_general,1430,103,1327.0,0.9279720279720279
926,lot4_premium,352,6,346.0,0.9829545454545454
926,lot5,2200,931,1269.0,0.5768181818181818
926,lot6,1337,1337,0.0,0.0
927,lot2_general,1219,579,640.0,0.5250205086136177
927,lot2_premium,324,81,243.0,0.75
927,lot3,1192,334,858.0,0.7197986577181208
927,lot4_general,1430,96,1334.0,0.9328671328671329
927,lot4_premium,352,15,337.0,0.9573863636363636
927,lot5,2200,933,1267.0,0.5759090909090909
927,lot6,1337,1337,0.0,0.0
928,lot2_general,1219,607,612.0,0.5020508613617719
928,lot2_premium,324,119,205.0,0.6327160493827161
928,lot3,1192,385,807.0,0.677013422818792
928,lot4_general,1430,318,1112.0,0.7776223776223776
928,lot4_premium,352,19,333.0,0.9460227272727273
928,lot5,2200,879,1321.0,0.6004545454545455
928,lot6,1337,1337,0.0,0.0
929,lot2_general,1219,528,691.0,0.5668580803937654
929,lot2_premium,324,131,193.0,0.595679012345679
929,lot3,1192,371,821.0,0.6887583892617449
929,lot4_general,1430,514,916.0,0.6405594405594406
929,lot4_premium,352,19,333.0,0.9460227272727273
929,lot5,2200,859,1341.0,0.6095454545454545
929,lot6,1337,1337,0.0,0.0
930,lot2_general,1219,548,671.0,0.5504511894995898
930,lot2_premium,324,135,189.0,0.5833333333333334
930,lot3,1192,387,805.0,0.6753355704697986
930,lot4_general,1430,725,705.0,0.493006993006993
930,lot4_premium,352,17,335.0,0.9517045454545454
930,lot5,2200,935,1265.0,0.575
930,lot6,1337,1303,34.0,0.025430067314884067
931,lot2_general,1219,416,803.0,0.6587366694011485
931,lot2_premium,324,164,160.0,0.49382716049382713
931,lot3,1192,504,688.0,0.5771812080536913
931,lot4_general,1430,770,660.0,0.46153846153846156
931,lot4_premium,352,22,330.0,0.9375
931,lot5,2200,735,1465.0,0.6659090909090909
931,lot6,1337,1259,78.0,0.05833956619296934
932,lot2_general,1219,440,779.0,0.6390484003281378
932,lot2_premium,324,196,128.0,0.3950617283950617
932,lot3,1192,572,620.0,0.5201342281879194
932,lot4_general,1430,830,600.0,0.4195804195804196
932,lot4_premium,352,45,307.0,0.8721590909090909
932,lot5,2200,815,1385.0,0.6295454545454545
932,lot6,1337,1243,94.0,0.07030665669409125
933,lot2_general,1219,359,860.0,0.7054963084495488
933,lot2_premium,324,197,127.0,0.39197530864197533
933,lot3,1192,474,718.0,0.6023489932885906
933,lot4_general,1430,864,566.0,0.3958041958041958
933,lot4_premium,352,42,310.0,0.8806818181818182
933,lot5,2200,730,1470.0,0.6681818181818182
933,lot6,1337,1212,125.0,0.09349289454001496
934,lot2_general,1219,-3,1222.0,1.0024610336341264
934,lot2_premium,324,145,179.0,0.5524691358024691
934,lot3,1192,324,868.0,0.7281879194630873
934,lot4_general,1430,768,662.0,0.46293706293706294
934,lot4_premium,352,16,336.0,0.9545454545454546
934,lot5,2200,421,1779.0,0.8086363636363636
934,lot6,1337,1197,140.0,0.10471204188481675
935,lot2_general,1219,-15,1234.0,1.0123051681706317
935,lot2_premium,324,64,260.0,0.8024691358024691
935,lot3,1192,204,988.0,0.8288590604026845
935,lot4_general,1430,603,827.0,0.5783216783216784
935,lot4_premium,352,20,332.0,0.9431818181818182
935,lot5,2200,267,1933.0,0.8786363636363637
935,lot6,1337,1076,261.0,0.19521316379955123
936,lot2_general,1219,9,1210.0,0.992616899097621
936,lot2_premium,324,31,293.0,0.904320987654321
936,lot3,1192,173,1019.0,0.8548657718120806
936,lot4_general,1430,525,905.0,0.6328671328671329
936,lot4_premium,352,27,325.0,0.9232954545454546
936,lot5,2200,289,1911.0,0.8686363636363637
936,lot6,1337,1052,285.0,0.2131637995512341
937,lot2_general,1219,198,1021.0,0.837571780147662
937,lot2_premium,324,82,242.0,0.7469135802469136
937,lot3,1192,217,975.0,0.8179530201342282
937,lot4_general,1430,550,880.0,0.6153846153846154
937,lot4_premium,352,31,321.0,0.9119318181818182
937,lot5,2200,719,1481.0,0.6731818181818182
937,lot6,1337,1116,221.0,0.16529543754674644
938,lot2_general,1219,485,734.0,0.6021328958162429
938,lot2_premium,324,129,195.0,0.6018518518518519
938,lot3,1192,542,650.0,0.5453020134228188
938,lot4_general,1430,895,535.0,0.3741258741258741
938,lot4_premium,352,62,290.0,0.8238636363636364
938,lot5,2200,1045,1155.0,0.525
938,lot6,1337,1094,243.0,0.18175018698578907
939,lot2_general,1219,564,655.0,0.5373256767842494
939,lot2_premium,324,159,165.0,0.5092592592592593
939,lot3,1192,639,553.0,0.4639261744966443
939,lot4_general,1430,741,689.0,0.4818181818181818
939,lot4_premium,352,31,321.0,0.9119318181818182
939,lot5,2200,1105,1095.0,0.49772727272727274
939,lot6,1337,1112,225.0,0.1682872101720269
940,lot2_general,1219,623,596.0,0.4889253486464315
940,lot2_premium,324,166,158.0,0.4876543209876543
940,lot3,1192,712,480.0,0.40268456375838924
940,lot4_general,1430,478,952.0,0.6657342657342658
940,lot4_premium,352,16,336.0,0.9545454545454546
940,lot5,2200,1186,1014.0,0.46090909090909093
940,lot6,1337,1106,231.0,0.17277486910994763
941,lot2_general,1219,615,604.0,0.49548810500410173
941,lot2_premium,324,187,137.0,0.4228395061728395
941,lot3,1192,737,455.0,0.38171140939597314
941,lot4_general,1430,431,999.0,0.6986013986013986
941,lot4_premium,352,42,310.0,0.8806818181818182
941,lot5,2200,1206,994.0,0.45181818181818184
941,lot6,1337,1136,201.0,0.15033657442034407
942,lot2_general,1219,551,668.0,0.5479901558654635
942,lot2_premium,324,169,155.0,0.4783950617283951
942,lot3,1192,684,508.0,0.4261744966442953
942,lot4_general,1430,402,1028.0,0.7188811188811188
942,lot4_premium,352,29,323.0,0.9176136363636364
942,lot5,2200,1117,1083.0,0.49227272727272725
942,lot6,1337,1126,211.0,0.15781600598354525
943,lot2_general,1219,508,711.0,0.583264971287941
943,lot2_premium,324,161,163.0,0.5030864197530864
943,lot3,1192,615,577.0,0.48406040268456374
943,lot4_general,1430,558,872.0,0.6097902097902098
943,lot4_premium,352,38,314.0,0.8920454545454546
943,lot5,2200,999,1201.0,0.5459090909090909
943,lot6,1337,1122,215.0,0.16080777860882572
944,lot2_general,1219,514,705.0,0.5783429040196882
944,lot2_premium,324,154,170.0,0.5246913580246914
944,lot3,1192,647,545.0,0.45721476510067116
944,lot4_general,1430,700,730.0,0.5104895104895105
944,lot4_premium,352,41,311.0,0.8835227272727273
944,lot5,2200,1048,1152.0,0.5236363636363637
944,lot6,1337,1139,198.0,0.1480927449513837
945,lot2_general,1219,516,703.0,0.5767022149302707
945,lot2_premium,324,135,189.0,0.5833333333333334
945,lot3,1192,598,594.0,0.4983221476510067
945,lot4_general,1430,696,734.0,0.5132867132867133
945,lot4_premium,352,45,307.0,0.8721590909090909
945,lot5,2200,994,1206.0,0.5481818181818182
945,lot6,1337,1124,213.0,0.1593118922961855
946,lot2_general,1219,482,737.0,0.6045939294503692
946,lot2_premium,324,128,196.0,0.6049382716049383
946,lot3,1192,621,571.0,0.4790268456375839
946,lot4_general,1430,437,993.0,0.6944055944055944
946,lot4_premium,352,29,323.0,0.9176136363636364
946,lot5,2200,1063,1137.0,0.5168181818181818
946,lot6,1337,1100,237.0,0.17726252804786835
947,lot2_general,1219,494,725.0,0.5947497949138638
947,lot2_premium,324,116,208.0,0.6419753086419753
947,lot3,1192,599,593.0,0.4974832214765101
947,lot4_general,1430,159,1271.0,0.8888111888111888
947,lot4_premium,352,21,331.0,0.9403409090909091
947,lot5,2200,1087,1113.0,0.5059090909090909
947,lot6,1337,1126,211.0,0.15781600598354525
948,lot2_general,1219,465,754.0,0.6185397867104184
948,lot2_premium,324,118,206.0,0.6358024691358025
948,lot3,1192,615,577.0,0.48406040268456374
948,lot4_general,1430,115,1315.0,0.9195804195804196
948,lot4_premium,352,17,335.0,0.9517045454545454
948,lot5,2200,1038,1162.0,0.5281818181818182
948,lot6,1337,1099,238.0,0.17801047120418848
949,lot2_general,1219,445,774.0,0.6349466776045939
949,lot2_premium,324,129,195.0,0.6018518518518519
949,lot3,1192,610,582.0,0.48825503355704697
949,lot4_general,1430,312,1118.0,0.7818181818181819
949,lot4_premium,352,18,334.0,0.9488636363636364
949,lot5,2200,990,1210.0,0.55
949,lot6,1337,1108,229.0,0.1712789827973074
950,lot2_general,1219,419,800.0,0.6562756357670222
950,lot2_premium,324,122,202.0,0.6234567901234568
950,lot3,1192,646,546.0,0.45805369127516776
950,lot4_general,1430,493,937.0,0.6552447552447552
950,lot4_premium,352,17,335.0,0.9517045454545454
950,lot5,2200,965,1235.0,0.5613636363636364
950,lot6,1337,1110,227.0,0.16978309648466716
951,lot2_general,1219,462,757.0,0.6210008203445447
951,lot2_premium,324,127,197.0,0.6080246913580247
951,lot3,1192,653,539.0,0.4521812080536913
951,lot4_general,1430,717,713.0,0.4986013986013986
951,lot4_premium,352,30,322.0,0.9147727272727273
951,lot5,2200,1027,1173.0,0.5331818181818182
951,lot6,1337,1127,210.0,0.15706806282722513
952,lot2_general,1219,500,719.0,0.5898277276456112
952,lot2_premium,324,174,150.0,0.46296296296296297
952,lot3,1192,627,565.0,0.473993288590604
952,lot4_general,1430,654,776.0,0.5426573426573427
952,lot4_premium,352,15,337.0,0.9573863636363636
952,lot5,2200,1065,1135.0,0.5159090909090909
952,lot6,1337,1142,195.0,0.14584891548242335
953,lot2_general,1219,510,709.0,0.5816242821985234
953,lot2_premium,324,141,183.0,0.5648148148148148
953,lot3,1192,655,537.0,0.45050335570469796
953,lot4_general,1430,471,959.0,0.6706293706293707
953,lot4_premium,352,11,341.0,0.96875
953,lot5,2200,1176,1024.0,0.46545454545454545
953,lot6,1337,1124,213.0,0.1593118922961855
954,lot2_general,1219,548,671.0,0.5504511894995898
954,lot2_premium,324,144,180.0,0.5555555555555556
954,lot3,1192,677,515.0,0.4320469798657718
954,lot4_general,1430,307,1123.0,0.7853146853146853
954,lot4_premium,352,21,331.0,0.9403409090909091
954,lot5,2200,1274,926.0,0.4209090909090909
954,lot6,1337,1101,236.0,0.17651458489154825
955,lot2_general,1219,509,710.0,0.5824446267432322
955,lot2_premium,324,130,194.0,0.5987654320987654
955,lot3,1192,669,523.0,0.438758389261745
955,lot4_general,1430,245,1185.0,0.8286713286713286
955,lot4_premium,352,8,344.0,0.9772727272727273
955,lot5,2200,1272,928.0,0.4218181818181818
955,lot6,1337,1063,274.0,0.2049364248317128
956,lot2_general,1219,502,717.0,0.5881870385561936
956,lot2_premium,324,139,185.0,0.5709876543209876
956,lot3,1192,687,505.0,0.4236577181208054
956,lot4_general,1430,350,1080.0,0.7552447552447552
956,lot4_premium,352,3,349.0,0.9914772727272727
956,lot5,2200,1233,967.0,0.4395454545454546
956,lot6,1337,1040,297.0,0.22213911742707554
957,lot2_general,1219,544,675.0,0.5537325676784249
957,lot2_premium,324,151,173.0,0.5339506172839507
957,lot3,1192,702,490.0,0.4110738255033557
957,lot4_general,1430,580,850.0,0.5944055944055944
957,lot4_premium,352,25,327.0,0.9289772727272727
957,lot5,2200,1242,958.0,0.4354545454545454
957,lot6,1337,1051,286.0,0.21391174270755423
958,lot2_general,1219,566,653.0,0.5356849876948319
958,lot2_premium,324,173,151.0,0.4660493827160494
958,lot3,1192,679,513.0,0.4303691275167785
958,lot4_general,1430,745,685.0,0.479020979020979
958,lot4_premium,352,48,304.0,0.8636363636363636
958,lot5,2200,1140,1060.0,0.4818181818181818
958,lot6,1337,1113,224.0,0.16753926701570682
959,lot2_general,1219,556,663.0,0.5438884331419196
959,lot2_premium,324,181,143.0,0.44135802469135804
959,lot3,1192,673,519.0,0.4354026845637584
959,lot4_general,1430,837,593.0,0.41468531468531467
959,lot4_premium,352,51,301.0,0.8551136363636364
959,lot5,2200,1185,1015.0,0.46136363636363636
959,lot6,1337,1115,222.0,0.16604338070306657
960,lot2_general,1219,597,622.0,0.5102543068088597
960,lot2_premium,324,194,130.0,0.4012345679012346
960,lot3,1192,642,550.0,0.46140939597315433
960,lot4_general,1430,835,595.0,0.4160839160839161
960,lot4_premium,352,32,320.0,0.9090909090909091
960,lot5,2200,1166,1034.0,0.47
960,lot6,1337,1006,331.0,0.2475691847419596
961,lot2_general,1219,666,553.0,0.45365053322395404
961,lot2_premium,324,213,111.0,0.3425925925925926
961,lot3,1192,662,530.0,0.4446308724832215
961,lot4_general,1430,858,572.0,0.4
961,lot4_premium,352,32,320.0,0.9090909090909091
961,lot5,2200,1229,971.0,0.44136363636363635
961,lot6,1337,1024,313.0,0.23410620792819745
962,lot2_general,1219,630,589.0,0.4831829368334701
962,lot2_premium,324,214,110.0,0.3395061728395062
962,lot3,1192,606,586.0,0.49161073825503354
962,lot4_general,1430,912,518.0,0.3622377622377622
962,lot4_premium,352,59,293.0,0.8323863636363636
962,lot5,2200,1076,1124.0,0.5109090909090909
962,lot6,1337,918,419.0,0.31338818249813016
963,lot2_general,1219,546,673.0,0.5520918785890074
963,lot2_premium,324,199,125.0,0.38580246913580246
963,lot3,1192,428,764.0,0.6409395973154363
963,lot4_general,1430,900,530.0,0.3706293706293706
963,lot4_premium,352,90,262.0,0.7443181818181818
963,lot5,2200,918,1282.0,0.5827272727272728
963,lot6,1337,832,505.0,0.3777112939416604
964,lot2_general,1219,426,793.0,0.6505332239540607
964,lot2_premium,324,196,128.0,0.3950617283950617
964,lot3,1192,333,859.0,0.7206375838926175
964,lot4_general,1430,834,596.0,0.4167832167832168
964,lot4_premium,352,61,291.0,0.8267045454545454
964,lot5,2200,709,1491.0,0.6777272727272727
964,lot6,1337,664,673.0,0.5033657442034405
965,lot2_general,1219,358,861.0,0.7063166529942576
965,lot2_premium,324,181,143.0,0.44135802469135804
965,lot3,1192,289,903.0,0.7575503355704698
965,lot4_general,1430,819,611.0,0.42727272727272725
965,lot4_premium,352,39,313.0,0.8892045454545454
965,lot5,2200,717,1483.0,0.6740909090909091
965,lot6,1337,466,871.0,0.6514584891548242
966,lot2_general,1219,341,878.0,0.7202625102543068
966,lot2_premium,324,164,160.0,0.49382716049382713
966,lot3,1192,259,933.0,0.7827181208053692
966,lot4_general,1430,858,572.0,0.4
966,lot4_premium,352,36,316.0,0.8977272727272727
966,lot5,2200,724,1476.0,0.6709090909090909
966,lot6,1337,321,1016.0,0.7599102468212415
967,lot2_general,1219,236,983.0,0.8063986874487284
967,lot2_premium,324,175,149.0,0.45987654320987653
967,lot3,1192,207,985.0,0.8263422818791947
967,lot4_general,1430,773,657.0,0.45944055944055945
967,lot4_premium,352,33,319.0,0.90625
967,lot5,2200,692,1508.0,0.6854545454545454
967,lot6,1337,559,778.0,0.5818997756170531
968,lot2_general,1219,308,911.0,0.7473338802296965
968,lot2_premium,324,179,145.0,0.44753086419753085
968,lot3,1192,330,862.0,0.7231543624161074
968,lot4_general,1430,882,548.0,0.3832167832167832
968,lot4_premium,352,84,268.0,0.7613636363636364
968,lot5,2200,694,1506.0,0.6845454545454546
968,lot6,1337,578,759.0,0.5676888556469708
969,lot2_general,1219,379,840.0,0.6890894175553732
969,lot2_premium,324,180,144.0,0.4444444444444444
969,lot3,1192,444,748.0,0.62751677852349
969,lot4_general,1430,984,446.0,0.3118881118881119
969,lot4_premium,352,147,205.0,0.5823863636363636
